J1,J2,J3,J4,J5,J6,floor_clear_mm,self_clear_mm,self_target,collision
90,26.9,177.3,148.9,44.8,50.5,33.2,26.3,wrist.b.stl,0
90,162.4,79,147.4,50.8,36.3,30.9,23.4,wrist.b.stl,0
90,148.8,32.7,164.9,83.8,4.3,24.5,26.9,base.stl,0
90,140.2,19.9,150.4,175.8,136.4,39.8,26.8,wrist.b.stl,0
90,108.2,30.5,155.6,12,56,50.0,11.9,elbow.b.stl,0
90,82.5,2.8,95.3,0.7,3.1,50.0,16.7,base.stl,0
90,29.8,152,80,102.2,175.5,27.7,34.0,wrist.b.stl,0
90,88.5,147.8,20.1,173.3,26.2,50.0,0.3,elbow.b.stl,0
90,118.3,112.7,1.8,169.6,154.8,50.0,2.1,elbow.b.stl,0
90,104.3,148.3,31.3,173.7,92,50.0,19.0,elbow.b.stl,0
90,8.1,100.9,6.1,81.5,170.9,20.8,33.7,wrist.b.stl,0
90,8.4,103.4,135.7,164.7,58.9,34.3,28.7,wrist.b.stl,0
90,143.1,4.2,73.5,125.3,16.8,24.2,24.2,wrist.b.stl,0
90,152.7,77.5,105.5,5.1,124.6,20.7,24.5,wrist.b.stl,0
90,20,170,160.8,37.1,27.6,38.3,22.8,wrist.b.stl,0
90,54.5,26.8,163.4,19.3,169.8,50.0,22.0,elbow.b.stl,0
90,114.4,40.6,142.1,8.8,64.4,50.0,5.9,base.stl,0
90,17.5,127.3,149.1,159.5,90.6,23.4,23.1,wrist.b.stl,0
90,37.2,161.6,95.9,113.3,121.8,24.0,28.7,wrist.b.stl,0
90,39.6,122.6,74.5,169.6,151.9,20.0,29.1,wrist.b.stl,0
90,31.4,137,18.6,1.1,19.5,48.5,24.8,wrist.b.stl,0
90,78.2,129.9,24.5,177.3,78.8,50.0,24.3,wrist.b.stl,0
90,154.7,41.9,154.6,72.6,25.9,19.7,28.8,wrist.b.stl,0
90,12.4,88.2,10.9,142.5,69.4,36.3,24.5,wrist.b.stl,0
90,20,172.5,160.7,48.7,10.2,33.9,24.0,wrist.b.stl,0
90,38.7,167.5,75.5,68.7,167.3,28.5,31.7,wrist.b.stl,0
90,19.8,41.8,173.6,22.9,39.3,50.0,16.4,elbow.b.stl,0
90,28.5,152.5,127.6,122.1,77.8,12.3,22.4,wrist.b.stl,0
90,175.6,36.8,27.4,151,157.1,22.3,27.5,wrist.b.stl,0
90,23.8,144,95.5,71.2,31.4,44.5,28.3,wrist.b.stl,0
90,110.2,60.2,179,7.8,94.5,50.0,-4.5,elbow.b.stl,1
90,176.7,60.3,81.9,112.8,152.7,14.2,30.1,wrist.b.stl,0
90,43.3,134.8,77.5,145.7,51.8,26.6,26.6,wrist.b.stl,0
90,32.7,143.3,40.6,42.4,37.6,37.4,24.4,wrist.b.stl,0
90,29.1,177.7,145.6,28.8,2.4,35.6,22.4,wrist.b.stl,0
90,18.1,19,150.4,19.7,25.1,50.0,24.8,wrist.b.stl,0
90,43.9,154.7,56.7,146.9,179.8,3.8,26.0,wrist.b.stl,0
90,25,177.7,153.8,39,2.9,30.6,23.0,wrist.b.stl,0
90,163.8,42.4,82.1,103,46.1,32.3,32.1,wrist.b.stl,0
90,149.4,6.7,68.5,122.5,106.8,10.6,23.1,wrist.b.stl,0
90,2.8,84.8,3.6,8.5,52.1,29.4,28.6,wrist.b.stl,0
90,91.6,8.8,149.2,17.4,33.3,50.0,14.1,elbow.b.stl,0
90,48.7,174.3,44,51.4,124.9,44.6,21.4,wrist.b.stl,0
90,162.5,45.6,83.7,124.5,64.2,35.2,23.6,wrist.b.stl,0
90,136.5,4,136.3,93.3,47.9,25.0,30.3,base.stl,0
90,155.8,37.5,87.2,142.2,61.8,35.3,26.9,wrist.b.stl,0
90,119.2,161.4,42.4,179.9,105.8,50.0,18.7,elbow.b.stl,0
90,79.4,132.9,12.7,173.6,26,50.0,6.2,elbow.b.stl,0
90,177.8,138.8,167.4,34.1,139.7,32.5,26.6,wrist.b.stl,0
90,176.4,36.1,2.3,90.4,117.9,19.8,30.3,wrist.b.stl,0
90,160.1,0.9,10.3,141.8,111,30.6,20.1,wrist.b.stl,0
90,2.2,83.3,1.6,34.9,46.8,32.6,26.0,wrist.b.stl,0
90,0.9,130.2,142.5,59.3,97.4,30.8,24.0,wrist.b.stl,0
90,15.3,137.1,105.4,13,63.6,24.7,25.1,wrist.b.stl,0
90,139.4,38.3,155.3,35.5,64.9,50.0,6.5,base.stl,0
90,86.5,36.2,161.1,13.7,92.8,50.0,17.5,elbow.b.stl,0
90,146.6,2.8,68.8,132.8,148.4,9.3,26.5,wrist.b.stl,0
90,40.2,160.4,33.8,13.9,147.6,39.0,28.5,wrist.b.stl,0
90,8.9,105.6,145.1,175,41.2,48.7,27.6,wrist.b.stl,0
90,158.9,175,22.4,151.5,117.6,50.0,12.3,elbow.b.stl,0
90,134.9,126.4,7.9,167.8,35,50.0,4.9,elbow.b.stl,0
90,25.3,168.8,138.7,36.3,39.9,30.9,26.0,wrist.b.stl,0
90,0.1,72.2,37.9,115.3,26.2,24.4,29.0,wrist.b.stl,0
90,89.3,13.9,179.3,30.2,123.8,50.0,6.3,elbow.b.stl,0
90,87.8,137.6,1.9,161.3,15.7,50.0,9.8,elbow.b.stl,0
90,8.7,87.3,53.8,121.3,76.4,31.6,22.6,wrist.b.stl,0
90,1.8,31.4,1.7,168.3,121,22.0,11.1,elbow.b.stl,0
90,35.7,166.8,166,145.9,122.9,30.4,20.8,wrist.b.stl,0
90,167.3,27.1,40.1,102.2,150.3,32.8,32.8,wrist.b.stl,0
90,152.2,42.6,148.4,142.4,106.7,31.2,20.7,wrist.b.stl,0
90,163.3,164.2,7.9,154.6,146.7,50.0,11.4,elbow.b.stl,0
90,149,37.5,155.7,153.5,132.7,38.6,22.6,wrist.b.stl,0
90,19.4,120.4,60.5,31.5,61.6,37.9,25.1,wrist.b.stl,0
90,14.1,94.2,90.2,144.7,53.9,23.6,26.4,wrist.b.stl,0
90,159.2,59.2,48.9,24,120.7,36.1,23.4,wrist.b.stl,0
90,23.8,126.2,4.6,62.6,151.4,31.8,28.3,wrist.b.stl,0
90,99.7,159.8,39.4,175.7,112.5,50.0,13.4,elbow.b.stl,0
90,18.4,162.5,167.3,93.4,15.6,48.2,31.0,wrist.b.stl,0
90,137.6,2.2,74.6,160.3,25.9,35.7,24.1,wrist.b.stl,0
90,147.9,2.3,70.2,85,101.7,16.4,30.1,wrist.b.stl,0
90,20,129,55.1,69.6,100.8,26.1,26.8,wrist.b.stl,0
90,23.1,134.2,71.9,46.6,73.3,31.0,25.4,wrist.b.stl,0
90,21.9,124.9,1.7,60.3,132.8,29.9,23.8,wrist.b.stl,0
90,147.8,25.5,113.4,96.1,162.4,32.2,33.7,wrist.b.stl,0
90,17,40.4,163.1,15.3,92.6,50.0,21.6,elbow.b.stl,0
90,65.3,151.1,66.5,179.8,127.6,40.6,25.6,wrist.b.stl,0
90,48.4,170.2,17.3,125.9,32.1,46.8,27.7,wrist.b.stl,0
90,146.7,33.3,161.7,150.3,144.7,36.8,26.4,wrist.b.stl,0
90,2.5,86.7,21.6,22.8,69.2,22.1,22.6,wrist.b.stl,0
90,82,22.8,138.5,6.7,62.4,50.0,26.4,wrist.b.stl,0
90,45.5,165.4,3.2,14.3,145.4,0.5,28.7,wrist.b.stl,0
90,75.9,169.1,11,152.2,62.7,50.0,3.9,elbow.b.stl,0
90,151.9,17.3,79.3,85.8,67.5,31.4,32.2,wrist.b.stl,0
90,153.1,3.5,39.2,128.2,30.3,25.0,26.5,wrist.b.stl,0
90,153.9,93.9,144.4,14.6,170.4,33.2,27.9,base.stl,0
90,111.5,10.4,162.9,30.2,116.7,50.0,16.3,elbow.b.stl,0
90,106.1,28,152.6,14.3,85.8,50.0,23.2,wrist.b.stl,0
90,4.4,70.8,4.7,136.9,67.8,33.8,24.0,wrist.b.stl,0
90,141.7,19,108.4,158.6,115.6,27.7,22.7,wrist.b.stl,0
90,29.2,146.1,82.9,102.2,0.3,33.5,29.5,wrist.b.stl,0
90,22.2,164.9,124.3,81.2,92.9,24.7,29.6,wrist.b.stl,0
90,155.7,50.4,130.5,153.5,35.2,29.9,23.4,wrist.b.stl,0
90,35.7,150,23.1,22.6,148.2,43.7,27.3,wrist.b.stl,0
90,4.9,47.4,35.4,156.2,44.7,27.5,25.4,wrist.b.stl,0
90,25.8,133.9,54.6,47.9,121.6,32.1,20.8,wrist.b.stl,0
90,3.3,103.7,114.6,128.4,171.8,12.9,27.1,wrist.b.stl,0
90,166.4,29.9,36.4,162,87.2,36.1,23.7,wrist.b.stl,0
90,153.2,54.9,46.2,10.2,114,50.0,23.8,wrist.b.stl,0
90,11.4,121.4,69.7,94.3,66.7,17.2,30.8,wrist.b.stl,0
90,174.3,59.8,58.3,74.8,93.1,43.4,28.6,wrist.b.stl,0
90,137.1,15.2,175.3,136.5,168.8,4.3,20.6,base.stl,0
90,143.4,167.8,25.8,162.1,149.7,50.0,9.6,elbow.b.stl,0
90,13.5,124.9,84.9,25.6,129.4,22.0,25.1,wrist.b.stl,0
90,157.1,30.6,6.3,14.8,174.8,27.1,28.3,wrist.b.stl,0
90,35,160.1,98.5,102.8,11.4,36.0,29.6,wrist.b.stl,0
90,160.3,56.5,153.6,68.8,31.2,25.2,27.6,wrist.b.stl,0
90,165.1,33.7,43.4,78.5,163.4,46.9,33.6,wrist.b.stl,0
90,106.1,139.1,13.1,166.9,37.8,50.0,0.1,elbow.b.stl,0
90,42.8,12.4,136,1.1,153.5,50.0,7.9,elbow.b.stl,0
90,92.6,141.6,21.3,178.4,3.7,50.0,2.5,elbow.b.stl,0
90,175.6,67.7,57.4,69.5,94.8,50.0,27.3,wrist.b.stl,0
90,48.8,17,172.5,32.9,105.7,50.0,18.0,elbow.b.stl,0
90,22.1,159.2,137.2,105.6,103.6,25.8,27.8,wrist.b.stl,0
90,147.8,14.2,65.2,177.9,65.4,41.2,25.4,wrist.b.stl,0
90,161.2,1.5,3.8,133.6,108.3,35.4,20.3,wrist.b.stl,0
90,109.7,2.3,83.1,31.2,126.2,32.2,23.5,wrist.b.stl,0
90,27.4,141,30.7,93.4,109.1,26.2,30.0,wrist.b.stl,0
90,157,59.4,146.7,58.7,11.6,26.6,26.8,wrist.b.stl,0
90,146.6,163.8,20.5,163.7,157.3,50.0,6.3,elbow.b.stl,0
90,42.1,131,39,163.9,61,32.1,28.2,wrist.b.stl,0
90,8.7,79.6,83.4,159.1,148.8,20.2,27.3,wrist.b.stl,0
90,4.7,62.7,59.6,150.7,137.5,26.4,23.8,wrist.b.stl,0
90,141.5,24.9,120.1,156.9,168.9,35.6,27.2,wrist.b.stl,0
90,160.3,97.2,125.7,24.4,61.9,31.8,24.1,wrist.b.stl,0
90,8.8,81,93.5,163.1,29.4,29.6,24.6,wrist.b.stl,0
90,39.7,166.3,50,82.1,106.2,31.3,29.9,wrist.b.stl,0
90,103.5,15.3,99.8,1.1,129.4,50.0,2.6,base.stl,0
90,34.8,129.9,29.1,157.3,134.4,36.6,23.4,wrist.b.stl,0
90,65.1,150.9,24.2,167.1,84.3,50.0,5.2,elbow.b.stl,0
90,133.3,7.7,112.9,170.6,49.4,33.8,28.7,wrist.b.stl,0
90,152.6,171.6,25.2,156,59,50.0,14.2,elbow.b.stl,0
90,141.5,165.4,29.4,169.4,15,50.0,-0.6,elbow.b.stl,1
90,40.2,159.1,3.9,16.4,15.7,-2.2,24.2,wrist.b.stl,1
90,16.4,95,8.4,138.5,146.8,46.2,26.3,wrist.b.stl,0
90,28.6,109.9,58.6,143.1,101,24.6,20.7,wrist.b.stl,0
90,161.2,57.5,145.7,93.8,2.8,32.8,31.1,wrist.b.stl,0
90,171.7,53.2,1.8,11.3,136.5,46.4,26.8,wrist.b.stl,0
90,2.4,85.3,91.7,130.4,85.6,21.3,20.7,wrist.b.stl,0
90,1.8,110.2,152.2,169.8,143.4,-2.2,27.3,wrist.b.stl,1
90,27.2,110.8,94.3,156,49.8,30.1,26.8,wrist.b.stl,0
90,38.1,161.7,19.8,108.7,131.6,31.3,31.9,wrist.b.stl,0
90,165.5,69.7,177.5,56.5,108.1,36.4,17.7,base.stl,0
90,86.1,13,123.4,7.3,47.4,50.0,12.0,base.stl,0
90,171.6,36.5,32.6,105.3,80.8,39.0,27.7,wrist.b.stl,0
90,43,141.5,43.2,143.8,18.7,29.4,21.6,wrist.b.stl,0
90,179.6,59.4,3,156.4,175.7,43.0,26.1,elbow.b.stl,0
90,162.1,177.1,3.4,140.2,39.3,50.0,15.8,elbow.b.stl,0
90,64.6,12.5,149.7,17.9,27,50.0,21.0,elbow.b.stl,0
90,12.5,77.6,77.5,171.9,86,27.8,24.3,wrist.b.stl,0
90,134.9,19.7,163.9,49.6,169,50.0,7.2,base.stl,0
90,154.4,95.1,164.1,12.7,82,49.6,1.0,base.stl,0
90,42.6,155.2,78.4,121.6,51.4,24.5,27.6,wrist.b.stl,0
90,147.5,76,140.9,22.3,108.3,31.7,22.1,wrist.b.stl,0
90,5.9,40.9,30,174.9,145,31.7,28.6,wrist.b.stl,0
90,162,55.1,109.4,160,170,28.6,27.6,wrist.b.stl,0
90,141,25.4,152.6,155.1,165.2,46.4,27.2,wrist.b.stl,0
90,179.4,84.5,102.4,69.5,156.1,17.6,30.9,wrist.b.stl,0
90,7.6,145.7,150.4,27.8,144.8,26.9,27.0,wrist.b.stl,0
90,157.2,55.2,133,157.7,17.1,33.2,23.9,wrist.b.stl,0
90,13.9,107.8,66,7.2,38.1,50.0,26.7,wrist.b.stl,0
90,65.8,15.2,144.1,14,132.8,50.0,26.3,wrist.b.stl,0
90,159.2,5.8,12.2,153.4,12.2,42.5,23.7,wrist.b.stl,0
90,148,32.3,129.4,126.1,112.9,28.7,23.0,wrist.b.stl,0
90,7.7,61.6,60,166.7,47.5,27.0,27.6,wrist.b.stl,0
90,7.9,110,153.5,171.7,42.3,47.2,27.4,wrist.b.stl,0
90,3.3,136.6,160.7,91.9,22.8,29.0,31.3,wrist.b.stl,0
90,101.9,22.1,178.2,24.6,78.2,50.0,1.4,elbow.b.stl,0
90,172.9,79.4,111.7,71.7,78.7,34.5,30.1,wrist.b.stl,0
90,5.3,109.5,133.6,140.3,4.4,10.8,22.8,wrist.b.stl,0
90,113.4,35.8,154.4,7.8,177.1,50.0,10.5,elbow.b.stl,0
90,115.2,5.7,58.7,10.5,57.2,33.2,26.9,wrist.b.stl,0
90,24.5,121.6,62.1,118.8,143.1,33.5,28.7,wrist.b.stl,0
90,138.7,49.7,160.3,23.5,31.1,50.0,21.1,base.stl,0
90,125.9,19.2,122.2,32.1,1.6,24.3,22.4,wrist.b.stl,0
90,13.1,139.3,109.9,97.9,163,28.2,33.5,wrist.b.stl,0
90,45.9,162.9,19.5,128.4,19.3,50.0,23.7,wrist.b.stl,0
90,10,84.3,55.7,131.4,128.1,25.0,25.5,wrist.b.stl,0
90,9.1,130.5,112.3,2,34.9,28.5,25.6,wrist.b.stl,0
90,0,63.9,71.7,160.5,91.7,1.6,23.2,wrist.b.stl,0
90,35,112.6,23,173.1,57,49.5,27.8,wrist.b.stl,0
90,61.2,170.9,75.6,135.7,4.6,21.9,22.1,wrist.b.stl,0
90,130.1,14.8,169.1,42.5,107.3,50.0,17.1,base.stl,0
90,35.1,123.1,6.3,160.3,124.3,50.0,18.0,elbow.b.stl,0
90,43.3,172.8,51.2,79.7,164.7,32.6,33.7,wrist.b.stl,0
90,159.8,51.8,164.5,102.2,78,21.7,28.4,wrist.b.stl,0
90,11.7,122.1,72.5,66.9,74.3,17.8,30.3,wrist.b.stl,0
90,146.2,22.6,166.9,85.2,105.9,28.7,26.3,base.stl,0
90,152.7,79.5,106.7,18.3,173.7,31.5,28.0,wrist.b.stl,0
90,11.7,158,158.2,68.1,91,32.6,27.4,wrist.b.stl,0
90,26.3,94,33.3,162.1,146.7,23.2,26.8,wrist.b.stl,0
90,9.5,131.2,146.9,108.3,53.7,50.0,28.6,wrist.b.stl,0
90,177,68.1,86.1,97.1,99.7,41.9,29.5,wrist.b.stl,0
90,27.7,140.6,10.1,105.1,1,31.2,28.8,wrist.b.stl,0
90,157.6,71,86.8,37.4,131.2,33.3,23.8,wrist.b.stl,0
90,30.3,117.3,57.3,140.8,55.1,18.1,26.3,wrist.b.stl,0
90,141.9,26.9,134,66.1,125,36.1,25.6,wrist.b.stl,0
90,43.5,176.2,35.2,91.4,83.4,25.4,30.1,wrist.b.stl,0
90,170.9,104.5,9.3,177.7,0.3,50.0,23.3,elbow.b.stl,0
90,169.2,151.9,21.5,167.5,125.9,50.0,4.5,elbow.b.stl,0
90,175.5,64.3,28.5,29.7,151.5,10.5,26.2,wrist.b.stl,0
90,11.9,95,67.3,124.3,165.9,31.5,27.8,wrist.b.stl,0
90,55.3,178.7,105.2,124.7,154.2,33.7,26.9,wrist.b.stl,0
90,153.8,87.4,126,20.6,0.7,33.7,23.7,wrist.b.stl,0
90,28.2,50.1,167.5,3.4,19.1,50.0,-1.0,elbow.b.stl,1
90,156.5,62.2,173.3,49.8,163.4,50.0,12.4,base.stl,0
90,168.7,55.8,87.6,112.9,59.3,34.6,26.3,wrist.b.stl,0
90,150.2,18.4,68.5,141.4,56.5,32.4,26.4,wrist.b.stl,0
90,17,74.2,30.7,171.1,71.4,18.9,25.7,wrist.b.stl,0
90,32.7,106.9,33.2,164.2,17,28.4,24.7,wrist.b.stl,0
90,18,148.2,116.2,28.7,63.6,19.1,23.9,wrist.b.stl,0
90,22,135.2,67.4,95.9,44,23.2,34.4,wrist.b.stl,0
90,134.5,9.5,179.1,51.3,51,38.4,25.3,base.stl,0
90,153.8,48,170,177.7,48.3,39.7,28.6,wrist.b.stl,0
90,1.6,88.1,111,154.9,153.7,5.9,28.4,wrist.b.stl,0
90,157.2,73.1,83,31.2,92.4,41.8,21.1,wrist.b.stl,0
90,60.3,153,19.6,162.7,78,50.0,3.4,elbow.b.stl,0
90,48.5,138.5,27.1,171.5,54.1,50.0,16.4,base.stl,0
90,46.8,175.9,57.7,78.8,27.4,39.0,30.1,wrist.b.stl,0
90,121.2,25.9,81,3.7,68.4,38.8,25.7,wrist.b.stl,0
90,137.7,11.2,110.8,161.9,100,25.5,23.1,wrist.b.stl,0
90,10,145.4,144,30.6,76.5,30.2,21.0,wrist.b.stl,0
90,171,69.5,110.1,165.1,103.2,25.6,23.8,wrist.b.stl,0
90,2.9,134.5,138.7,82.1,92,32.3,29.7,wrist.b.stl,0
90,39.9,126.1,101.1,174.7,73.4,46.4,25.0,wrist.b.stl,0
90,10,104.4,24.8,93.7,162.9,29.4,33.9,wrist.b.stl,0
90,24.6,164,130.4,101.6,123.5,28.6,30.8,wrist.b.stl,0
90,12.1,110.3,52.9,54.1,44.8,29.1,25.3,wrist.b.stl,0
90,155.1,48.7,131.1,156,37.3,28.3,24.1,wrist.b.stl,0
90,178.6,79.9,11.1,177.9,53.6,50.0,27.4,wrist.b.stl,0
90,33.9,175.9,116.1,35.5,154.4,17.8,25.9,wrist.b.stl,0
90,144.1,16.6,48.5,57.9,123.9,30.3,23.0,wrist.b.stl,0
90,33.8,143.8,24.9,124.4,33,41.0,28.1,wrist.b.stl,0
90,128.5,37.2,151.3,20.3,34.3,50.0,24.3,base.stl,0
90,27.3,99.6,10.1,161.9,125.6,50.0,23.3,wrist.b.stl,0
90,146.9,0.3,56.9,118.5,44.9,22.5,30.1,wrist.b.stl,0
90,4.9,115,100.6,50.6,176.1,34.0,26.3,wrist.b.stl,0
90,17.7,112.1,33.5,40.2,37.7,37.4,24.8,wrist.b.stl,0
90,157.5,0.6,21.3,167.4,152.4,26.8,29.1,wrist.b.stl,0
90,148.5,38.1,28,3.3,57.2,50.0,28.1,wrist.b.stl,0
90,18.6,175.8,160.5,88.2,136.8,38.1,32.1,wrist.b.stl,0
90,18.8,121,27.7,115.6,64.3,24.5,24.8,wrist.b.stl,0
90,1.9,78.2,78.7,136.4,176.8,17.3,26.2,wrist.b.stl,0
90,117.7,16,121.1,26,11.6,31.2,22.7,wrist.b.stl,0
90,161.5,49.4,26.8,22.9,72,35.8,22.2,wrist.b.stl,0
90,111,30.5,176.9,14.1,175.7,50.0,5.6,elbow.b.stl,0
90,2.3,117.3,104.8,27.1,25.6,15.7,24.0,wrist.b.stl,0
90,136.3,58.8,122.8,13.2,38.7,35.9,27.3,wrist.b.stl,0
90,173,129.7,146.7,11.5,77,23.4,23.7,wrist.b.stl,0
90,179.6,157,24.9,172.6,145.3,50.0,-0.0,elbow.b.stl,1
90,17.8,108.4,1.7,134.1,14.2,47.0,21.6,wrist.b.stl,0
90,154,16.9,51.8,167.1,89.4,38.1,24.0,wrist.b.stl,0
90,115,24,124.2,19.5,152.2,39.8,8.5,base.stl,0
90,174.4,75.1,125.6,162.4,92.8,8.1,23.4,wrist.b.stl,0
90,44.1,127.8,70.4,163.3,101.3,28.2,23.4,wrist.b.stl,0
90,151.9,51.8,49.8,6.1,10.5,33.3,25.0,wrist.b.stl,0
90,41.4,161.8,28.4,59.8,176.9,32.9,28.7,wrist.b.stl,0
90,42.6,170.4,36.5,95.8,139.8,30.2,33.7,wrist.b.stl,0
90,104.2,6.1,171.6,27,48.4,50.0,6.0,elbow.b.stl,0
90,40.3,120.4,52.3,169.1,54.7,22.6,29.1,wrist.b.stl,0
90,140.4,6.3,170.9,77.5,97.5,25.6,24.6,base.stl,0
90,7.5,91.7,36,116.4,26.3,15.5,28.8,wrist.b.stl,0
90,161.8,24.4,49.2,178.7,121,30.8,24.8,wrist.b.stl,0
90,29.9,173.1,121.8,95.8,57,22.0,31.9,wrist.b.stl,0
90,171.5,44.5,46.8,139.4,19.1,36.6,21.4,wrist.b.stl,0
90,158,45,48.6,57.5,76.1,50.0,27.8,wrist.b.stl,0
90,21.8,123.5,145,171.7,24.6,50.0,25.4,wrist.b.stl,0
90,154.2,86.4,128.5,18.8,120.3,23.0,23.9,wrist.b.stl,0
90,153.2,84.5,117.6,7.1,151.6,25.3,28.7,wrist.b.stl,0
90,163.4,60.9,176.8,164,143.7,17.9,26.3,wrist.b.stl,0
90,19.8,165,154.4,15.4,41,41.0,27.8,wrist.b.stl,0
90,25.7,149.7,163.8,160.2,80.2,17.7,24.4,wrist.b.stl,0
90,104.9,141.8,15.5,167.6,33.8,50.0,-1.5,elbow.b.stl,1
90,141.5,32.8,174.3,179.3,3.3,37.6,25.1,wrist.b.stl,0
90,37.1,152.4,31,47.7,11.8,44.2,23.3,wrist.b.stl,0
90,146.8,149.3,25.6,168,73,50.0,3.9,elbow.b.stl,0
90,179.8,87.4,114.2,171.3,4.6,31.8,25.8,wrist.b.stl,0
90,42.9,121.1,65.4,176,10.8,30.0,25.2,wrist.b.stl,0
90,59.3,174.8,10.6,138.7,7.8,50.0,21.9,wrist.b.stl,0
90,12.8,38.7,169.6,23.2,36.6,50.0,21.0,elbow.b.stl,0
90,154.3,41.1,142.6,78,93.2,23.5,29.2,wrist.b.stl,0
90,25.1,12,159.8,31.7,65.8,50.0,23.7,wrist.b.stl,0
90,38.9,160.4,76.4,45.8,137.7,37.5,24.5,wrist.b.stl,0
90,18,93.5,31.4,145.9,106,19.8,21.4,wrist.b.stl,0
90,175.5,78.6,138,178.8,135.1,5.7,26.8,wrist.b.stl,0
90,34.5,143.6,8,141.7,121.7,44.8,20.9,wrist.b.stl,0
90,32.2,152.3,12.9,110.3,159.8,25.5,31.1,wrist.b.stl,0
90,20.1,157.4,175.3,134.6,36.8,21.9,26.6,wrist.b.stl,0
90,7.3,103.9,43.4,78.5,11.6,26.7,30.8,wrist.b.stl,0
90,137.7,20.1,132.8,171.9,169.6,38.7,28.4,wrist.b.stl,0
90,12.9,99.4,108.1,151.8,64.7,22.0,27.1,wrist.b.stl,0
90,122.7,12.4,134.6,43.1,66,50.0,5.6,base.stl,0
90,140.6,51.5,119.5,39.8,104.4,31.5,20.6,wrist.b.stl,0
90,179,146.4,164.6,14.2,35.2,21.6,26.7,wrist.b.stl,0
90,96.6,21.5,2.8,177.7,172,50.0,7.9,elbow.b.stl,0
90,12,132.5,100.2,39.6,98.8,12.9,20.7,wrist.b.stl,0
90,74.2,166.2,65,172.6,151.3,34.9,29.0,wrist.b.stl,0
90,42.8,166.5,77.9,114.5,123.6,28.1,28.9,wrist.b.stl,0
90,168.2,64.3,128,99.2,83.7,24.4,29.1,wrist.b.stl,0
90,6.4,68.1,32.5,131.4,172.3,30.6,26.7,wrist.b.stl,0
90,16,117.2,48,48.3,71.1,25.1,26.7,wrist.b.stl,0
90,147,32.4,70.7,58.1,127,33.9,23.0,wrist.b.stl,0
90,71.5,168.2,11.9,155,102.7,50.0,0.1,elbow.b.stl,0
90,31,144.5,27.4,65.3,23,32.0,27.0,wrist.b.stl,0
90,160.9,9.7,35.4,101.5,171.6,25.0,33.6,wrist.b.stl,0
90,2.4,70,14,125.6,43.2,25.9,28.0,wrist.b.stl,0
90,4.3,51.7,178.8,18.6,109.6,50.0,10.1,elbow.b.stl,0
90,45.3,173.9,106,115.7,123,28.6,28.5,wrist.b.stl,0
90,67.5,153.4,19.3,169.9,41.6,50.0,-10.1,elbow.b.stl,1
90,135.1,14.6,88.8,59.6,61,26.9,29.9,wrist.b.stl,0
90,31.1,143,14.2,8.2,149.1,34.5,28.9,wrist.b.stl,0
90,89.7,108.2,2.3,167.2,128.1,50.0,8.5,elbow.b.stl,0
90,175.5,42.7,4.8,157.7,147.5,31.5,17.1,elbow.b.stl,0
90,163.9,48.6,90.8,150.3,141.2,22.2,25.1,wrist.b.stl,0
90,163.3,56.8,122.8,77.3,162,16.3,33.6,wrist.b.stl,0
90,28.5,145.6,88.7,108.9,175.9,28.5,33.1,wrist.b.stl,0
90,3.4,98.5,130.3,161.5,126.7,8.0,23.3,wrist.b.stl,0
90,7.1,150.2,163.1,13.9,15.4,25.5,24.5,wrist.b.stl,0
90,11.8,70.9,59.8,157.2,119.9,30.0,22.3,wrist.b.stl,0
90,53.1,176.3,149.4,162.9,113.5,26.6,23.4,wrist.b.stl,0
90,3.2,122.1,108.8,52.1,115.8,14.5,21.9,wrist.b.stl,0
90,152.8,21.6,61.7,175.9,8.2,44.8,25.3,wrist.b.stl,0
90,117.3,6.5,72.4,37.3,99,37.1,21.1,wrist.b.stl,0
90,133.3,41.2,123.9,24.9,22.2,23.9,23.8,wrist.b.stl,0
90,16.5,133.9,91.1,69.6,126.1,31.2,26.7,wrist.b.stl,0
90,122,28.6,134,27.8,154.3,44.8,15.0,base.stl,0
90,19.7,169.2,164.1,40.8,54.2,44.7,26.0,wrist.b.stl,0
90,134.8,3.4,90.6,168.9,160.6,33.2,28.5,wrist.b.stl,0
90,116.8,13,91.6,30.5,42.9,31.5,26.5,wrist.b.stl,0
90,147.1,31,171.6,60.3,52.7,32.6,15.5,base.stl,0
90,60.7,175.5,103.6,141.4,25.3,12.9,21.9,wrist.b.stl,0
90,29.9,179.7,151.1,34.3,59.5,42.8,26.7,wrist.b.stl,0
90,3.3,82.5,50.6,112.5,23.4,27.4,29.1,wrist.b.stl,0
90,61.2,177.7,70.7,132.2,139.7,29.4,26.9,wrist.b.stl,0
90,35,115.7,58.6,158,78.4,18.6,24.5,wrist.b.stl,0
90,8.3,55.3,40.1,166.9,106.8,24.8,24.2,wrist.b.stl,0
90,13.9,145.7,134.1,55.9,19.7,38.3,24.5,wrist.b.stl,0
90,81.1,38,161.9,5,5.8,50.0,-4.8,elbow.b.stl,1
90,82,114.1,7.9,169,80.2,50.0,12.9,elbow.b.stl,0
90,77.3,49.1,158.4,3.3,45.6,50.0,27.3,wrist.b.stl,0
90,0.7,99.2,78.6,73,174.2,42.2,32.2,wrist.b.stl,0
90,180,148.7,157.9,4.7,33.7,21.2,25.9,wrist.b.stl,0
